phase,category,question,template_id,generated_cypher,answer,if_correct
Phase 1,Aggregation Queries,Find pathways with more than 10 reactions,T060,"MATCH (p:Pathway)-[r:CONTAINS]->(rxn:Reaction) WITH p, count(r) as cnt WHERE cnt > 10 RETURN p","[{'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00061.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00061', 'id': 'path:ats00061', 'source': 'KEGG', 'title': 'Fatty acid biosynthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00062.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00062', 'id': 'path:ats00062', 'source': 'KEGG', 'title': 'Fatty acid elongation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00071.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00071', 'id': 'path:ats00071', 'source': 'KEGG', 'title': 'Fatty acid degradation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00100.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00100', 'id': 'path:ats00100', 'source': 'KEGG', 'title': 'Steroid biosynthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00280.png', 'species': 'ATS', 'link'",1
Phase 1,Aggregation Queries,List reactions with multiple substrates,CUSTOM,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)
WITH r, count(c) AS input_cnt
WHERE input_cnt > 1
RETURN r;","[{'r': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870', 'definition': 'Ethanolamine phosphate + H2O <=> Ethanolamine + Orthophosphate', 'id': 'R06870'}}, {'r': {'equation': 'C00588 + C00001 <=> C00114 + C00009', 'name': 'phosphocholine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06871', 'definition': 'Choline phosphate + H2O <=> Choline + Orthophosphate', 'id': 'R06871'}}, {'r': {'equation': 'C05223 + C00001 <=> C00229 + C02679', 'link': 'https://rest.kegg.jp/get/R04014', 'name': 'dodecanoyl-[acyl-carrier-protein] hydrolase', 'definition': 'Dodecanoyl-[acyl-carrier protein] + H2O <=> Acyl-carrier protein + Dodecanoic acid', 'id': 'R04014'}}, {'r': {'equation': 'C16520 + C00001 <=> C00229 + C08362', 'link': 'https://rest.kegg.jp/get/R08162', 'name': 'hexadecenoyl-[acyl-carrier protein] hydrolase', 'definition': 'Hexadecenoyl-[acyl-carrier protein] + H2O <=> Acyl-carrier protein + (9Z)",1
Phase 1,Filtering & Pattern Matching,Find genes starting with AT1G,T061,MATCH (n:Gene) WHERE n.id STARTS WITH 'AT1G' RETURN n LIMIT 20,[],1
Phase 1,Filtering & Pattern Matching,Show enzymes starting with EC:1.1,T064,MATCH (n:EC) WHERE n.id STARTS WITH 'EC:1.1' RETURN n LIMIT 20,"['EC:1.14.19.2', 'EC:1.1.1.100', 'EC:1.1.1.-', 'EC:1.1.1.330', 'EC:1.1.1.35', 'EC:1.1.1.211', 'EC:1.1.1.1', 'EC:1.1.1.71', 'EC:1.14.14.80', 'EC:1.14.14.177', 'EC:1.14.19.20', 'EC:1.14.14.154', 'EC:1.14.19.41', 'EC:1.14.18.11', 'EC:1.14.18.10', 'EC:1.14.14.17', 'EC:1.14.15.36', 'EC:1.1.1.418', 'EC:1.1.1.31', 'EC:1.1.1.2']",1
Phase 1,Filtering & Pattern Matching,Get compounds starting with C000,T063,MATCH (n:Compound) WHERE n.id STARTS WITH 'C000' RETURN n LIMIT 20,"['C00001', 'C00007', 'C00080', 'C00004', 'C00003', 'C00011', 'C00005', 'C00006', 'C00083', 'C00010', 'C00002', 'C00024', 'C00008', 'C00009', 'C00020', 'C00013', 'C00040', 'C00016', 'C00071', 'C00058']",1
Phase 1,Filtering & Pattern Matching,List pathways starting with path:ats00280,T062,MATCH (n:Pathway) WHERE n.id STARTS WITH 'path:ats00280' RETURN n LIMIT 20,['path:ats00280'],1
Phase 1,Filtering & Pattern Matching,Find reactions starting with R000,T065,MATCH (n:Reaction) WHERE n.id STARTS WITH 'R000' RETURN n LIMIT 20,[],1
Phase 1,Filtering & Pattern Matching,Show orthologs starting with K00,T066,MATCH (n:Ortholog) WHERE n.id STARTS WITH 'K00' RETURN n LIMIT 20,"['K00208', 'K00209', 'K00647', 'K00059', 'K00665', 'K00667', 'K00668', 'K00645', 'K00648', 'K00659', 'K00626', 'K00632', 'K00022', 'K00232', 'K00248', 'K00249', 'K00255', 'K00001', 'K00121', 'K00128']",1
Phase 1,Filtering & Pattern Matching,Which genes encode enzymes?,CUSTOM,MATCH (g:Gene)-[:ENCODES]->(e:EC) RETURN DISTINCT g,"[{'g': {'species': 'ats', 'name': '(RefSeq) inorganic pyrophosphatase 1', 'link': 'https://rest.kegg.jp/get/ats:109783536', 'position': '3:405857570..405859006', 'id': 'ats:109783536'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) palmitoyl-acyl carrier protein thioesterase, chloroplastic isoform X1', 'link': 'https://rest.kegg.jp/get/gmx:100814191', 'position': '6:13994924..13998067', 'id': 'gmx:100814191'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) palmitoyl-acyl carrier protein thioesterase, chloroplastic isoform X2', 'link': 'https://rest.kegg.jp/get/gmx:100797796', 'position': '4:complement(32542178..32546969)', 'id': 'gmx:100797796'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) oleoyl-acyl carrier protein thioesterase 1, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100795986', 'position': '18:complement(38958807..38965578)', 'id': 'gmx:100795986'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) acyl-[acyl-carrier-protein] hydrolase FATB2, chloroplastic', 'link': 'https://r",1
Phase 1,Filtering & Pattern Matching,Find compounds that are substrates,CUSTOM,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) RETURN DISTINCT c,"[{'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Ethanolamine phosphate', 'O-Phosphorylethanolamine', 'Phosphoethanolamine', 'O-Phosphoethanolamine'], 'name': 'Ethanolamine phosphate', 'link': 'https://rest.kegg.jp/get/C00346', 'formula': 'C2H8NO4P', 'id': 'C00346', 'exact_mass': '141.0191'}}, {'c': {'names': ['Choline phosphate', 'Phosphorylcholine', 'Phosphocholine', 'O-Phosphocholine'], 'name': 'Choline phosphate', 'link': 'https://rest.kegg.jp/get/C00588', 'formula': 'C5H15NO4P', 'id': 'C00588', 'exact_mass': '184.0739'}}, {'c': {'names': ['Teasterone', '(3beta,5alpha,22R,23R,24S)-3,22,23-Trihydroxyergostan-6-one'], 'name': 'Teasterone', 'link': 'https://rest.kegg.jp/get/C15791', 'formula': 'C28H48O4', 'id': 'C15791', 'exact_mass': '448.3553'}}, {'c': {'names': ['6-Deoxoteasterone'], 'name': '6-Deoxoteasterone', 'link': 'https://rest.kegg.jp/get/C15799', 'formu",1
Phase 1,Filtering & Pattern Matching,Show enzymes that catalyze reactions,CUSTOM,MATCH (e:EC)-[:CATALYZES]->(r:Reaction) RETURN DISTINCT e,"[{'e': {'names': ['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A'], 'sysname': 'phosphoethanolamine phosphohydrolase', 'name': 'phosphoethanolamine/phosphocholine phosphatase', 'link': 'https://rest.kegg.jp/get/3.1.3.75', 'id': 'EC:3.1.3.75'}}, {'e': {'names': ['oleoyl-[acyl-carrier-protein] hydrolase', 'acyl-[acyl-carrier-protein] hydrolase', 'acyl-ACP-hydrolase', 'acyl-acyl carrier protein hydrolase', 'oleoyl-ACP thioesterase', 'oleoyl-acyl carrier protein thioesterase'], 'sysname': 'oleoyl-[acyl-carrier protein] hydrolase', 'name': 'oleoyl-[acyl-carrier-protein] hydrolase', 'link': 'https://rest.kegg.jp/get/3.1.2.14', 'id': 'EC:3.1.2.14'}}, {'e': {'names': ['dodecanoyl-[acyl-carrier-protein] hydrolase', 'lauryl-acyl-carrier-protein hydrolase', 'dodecanoyl-acyl-carrier-protein hydrolase', 'dodecyl-acyl-carrier protein hydrolase', 'dodecanoyl-[acyl-carrier protein] hydrolase'], 'sysname': 'dodecanoyl-[acyl-carrier protein] hydrolase', 'name': 'dodecanoyl-[acyl-ca",1
Phase 1,Filtering & Pattern Matching,Get reactions with substrates,CUSTOM,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) RETURN DISTINCT r,"[{'r': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870', 'definition': 'Ethanolamine phosphate + H2O <=> Ethanolamine + Orthophosphate', 'id': 'R06870'}}, {'r': {'equation': 'C00588 + C00001 <=> C00114 + C00009', 'name': 'phosphocholine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06871', 'definition': 'Choline phosphate + H2O <=> Choline + Orthophosphate', 'id': 'R06871'}}, {'r': {'equation': 'C15791 <=> C15792', 'link': 'https://rest.kegg.jp/get/R07444', 'name': 'teasterone:brassinosteroid C3-oxidoreductase', 'definition': 'Teasterone <=> 3-Dehydroteasterone', 'id': 'R07444'}}, {'r': {'equation': 'C15799 <=> C15800', 'link': 'https://rest.kegg.jp/get/R07449', 'name': '6-deoxoteasterone:brassinosteroid C3-oxidoreductase', 'definition': '6-Deoxoteasterone <=> 3-Dehydro-6-deoxoteasterone', 'id': 'R07449'}}, {'r': {'equation': 'C05223 + C00001 <=> C00229 + C02679', 'link': 'https://rest.",1
Phase 1,Filtering & Pattern Matching,Which pathways contain reactions?,CUSTOM,MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction) RETURN DISTINCT p,"[{'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00061.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00061', 'id': 'path:ats00061', 'source': 'KEGG', 'title': 'Fatty acid biosynthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00062.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00062', 'id': 'path:ats00062', 'source': 'KEGG', 'title': 'Fatty acid elongation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00071.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00071', 'id': 'path:ats00071', 'source': 'KEGG', 'title': 'Fatty acid degradation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00100.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00100', 'id': 'path:ats00100', 'source': 'KEGG', 'title': 'Steroid biosynthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00280.png', 'species': 'ATS', 'link'",1
Phase 1,Filtering & Pattern Matching,Find orthologs with enzyme EC:1.3.1.9 functions,CUSTOM,MATCH (o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC {id: 'EC:1.3.1.9'}) RETURN o,"[{'o': {'symbol': 'fabK', 'link': 'https://rest.kegg.jp/get/K02371', 'name': 'enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]', 'id': 'K02371'}}, {'o': {'symbol': 'fabV, ter', 'link': 'https://rest.kegg.jp/get/K00209', 'name': 'enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]', 'id': 'K00209'}}, {'o': {'symbol': 'fabI', 'link': 'https://rest.kegg.jp/get/K00208', 'name': 'enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]', 'id': 'K00208'}}]",1
Phase 1,Filtering & Pattern Matching,Which genes don't encode any enzymes?,CUSTOM,MATCH (g:Gene) WHERE NOT (g)-[:ENCODES]->(:EC) RETURN g,"[{'g': {'species': 'ats', 'name': '(RefSeq) beta-galactosidase 8', 'link': 'https://rest.kegg.jp/get/ats:109732741', 'position': '1:complement(457653239..457661047)', 'id': 'ats:109732741'}}, {'g': {'species': 'ats', 'name': '(RefSeq) uncharacterized protein', 'link': 'https://rest.kegg.jp/get/ats:109779197', 'position': '3:600585935..600594116', 'id': 'ats:109779197'}}, {'g': {'species': 'ats', 'name': '(RefSeq) alpha-mannosidase At3g26720', 'link': 'https://rest.kegg.jp/get/ats:109767527', 'position': '5:544856754..544866965', 'id': 'ats:109767527'}}, {'g': {'species': 'ats', 'name': '(RefSeq) alpha-mannosidase isoform X2', 'link': 'https://rest.kegg.jp/get/ats:109775477', 'position': '1:80555734..80568839', 'id': 'ats:109775477'}}, {'g': {'species': 'ats', 'name': '(RefSeq) alpha-L-fucosidase 2-like', 'link': 'https://rest.kegg.jp/get/ats:109735074', 'position': '4:complement(510053030..510058261)', 'id': 'ats:109735074'}}, {'g': {'species': 'ats', 'name': '(RefSeq) putative alpha-L",1
Phase 1,Filtering & Pattern Matching,Find compounds that aren't substrates,CUSTOM,MATCH (c:Compound) WHERE NOT (c)-[:SUBSTRATE_OF]->() RETURN c,"[{'c': {'names': ['Dodecanoic acid', 'Dodecanoate', 'Dodecylcarboxylate', 'Lauric acid'], 'name': 'Dodecanoic acid', 'link': 'https://rest.kegg.jp/get/C02679', 'formula': 'C12H24O2', 'id': 'C02679', 'exact_mass': '200.1776'}}, {'c': {'names': ['(9Z)-Hexadecenoic acid', 'Palmitoleic acid', 'cis-9-Hexadecenoic acid', '(9Z)-Hexadec-9-enoate'], 'name': '(9Z)-Hexadecenoic acid', 'link': 'https://rest.kegg.jp/get/C08362', 'formula': 'C16H30O2', 'id': 'C08362', 'exact_mass': '254.2246'}}, {'c': {'names': ['Decanoic acid', 'Decanoate', 'Decylic acid', 'n-Capric acid'], 'name': 'Decanoic acid', 'link': 'https://rest.kegg.jp/get/C01571', 'formula': 'C10H20O2', 'id': 'C01571', 'exact_mass': '172.1463'}}, {'c': {'names': ['Octanoic acid', 'Caprylic acid', 'Octylic acid', 'Octanoate'], 'name': 'Octanoic acid', 'link': 'https://rest.kegg.jp/get/C06423', 'formula': 'C8H16O2', 'id': 'C06423', 'exact_mass': '144.1150'}}, {'c': {'names': ['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster",1
Phase 1,Filtering & Pattern Matching,Show enzymes that don't catalyze reactions,T055,MATCH (e:EC) WHERE NOT (e)-[:CATALYZES]->() RETURN e,"[{'e': {'id': 'EC:4.2.1.*'}}, {'e': {'names': ['lipoyl synthase', 'lipA (gene name)', 'LS', 'lipoate synthase', 'protein 6-N-(octanoyl)lysine:sulfur sulfurtransferase', 'protein N6-(octanoyl)lysine:sulfur sulfurtransferase', 'protein N6-(octanoyl)lysine:sulfur-(sulfur carrier) sulfurtransferase'], 'sysname': '[protein]-N6-(octanoyl)-L-lysine:an [Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster sulfurtransferase', 'name': 'lipoyl synthase', 'link': 'https://rest.kegg.jp/get/2.8.1.8', 'id': 'EC:2.8.1.8'}}, {'e': {'id': 'EC:1.14.99.*'}}, {'e': {'id': 'EC:2.7.8.*'}}, {'e': {'id': 'EC:1.14.*'}}, {'e': {'names': ['acyl-lipid (11-3)-desaturase', 'acyl-lipid 8-desaturase', 'Delta8 fatty acid desaturase', 'Delta8-desaturase', 'Delta8-fatty-acid desaturase', 'efd1 (gene name)', 'D8Des (gene name)', 'phytosphinganine,hydrogen donor:oxygen Delta8-oxidoreductase (incorrect)', 'SLD'], 'sysname': 'acyl-lipid,ferrocytochrome b5:oxygen oxidoreductase [(11-3),(11-2)-cis-dehydrogenating]', 'n",1
Phase 1,Filtering & Pattern Matching,Get reactions without products,T052,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]->() RETURN r,[],1
Phase 1,Filtering & Pattern Matching,Find orthologs without enzyme functions,CUSTOM,MATCH (o:Ortholog) WHERE NOT (o)-[:HAS_ENZYME_FUNCTION]->() RETURN o,"[{'o': {'symbol': 'CYP90D2, D2', 'link': 'https://rest.kegg.jp/get/K09589', 'name': 'steroid 3-oxidase [EC:1.14.-.-]', 'id': 'K09589'}}, {'o': {'symbol': 'redJ', 'name': 'thioesterase', 'link': 'https://rest.kegg.jp/get/K21791', 'id': 'K21791'}}, {'o': {'symbol': 'fas', 'link': 'https://rest.kegg.jp/get/K11533', 'name': 'fatty acid synthase, bacteria type [EC:2.3.1.-]', 'id': 'K11533'}}, {'o': {'symbol': 'CBR4', 'link': 'https://rest.kegg.jp/get/K11539', 'name': 'carbonyl reductase 4 / 3-oxoacyl-[acyl-carrier protein] reductase beta subunit [EC:1.1.1.-]', 'id': 'K11539'}}, {'o': {'symbol': 'accB, bccP', 'link': 'https://rest.kegg.jp/get/K02160', 'name': 'acetyl-CoA carboxylase biotin carboxyl carrier protein', 'id': 'K02160'}}, {'o': {'symbol': 'K15037', 'name': 'biotin carboxyl carrier protein', 'link': 'https://rest.kegg.jp/get/K15037', 'id': 'K15037'}}, {'o': {'symbol': 'K18605', 'name': 'biotin carboxyl carrier protein', 'link': 'https://rest.kegg.jp/get/K18605', 'id': 'K18605'}}, ",1
Phase 1,Filtering & Pattern Matching,Show both genes and orthologs,CUSTOM,MATCH (g:Gene) RETURN g UNION MATCH (o:Ortholog) RETURN o,[],1
Phase 1,Filtering & Pattern Matching,Find either enzymes or reactions,CUSTOM,MATCH (n) WHERE n:EC OR n:Reaction RETURN n,"['R06870', 'EC:3.1.3.75', 'R06871', 'R07444', 'R07449', 'R04014', 'EC:3.1.2.14', 'EC:3.1.2.21', 'R08162', 'R08158', 'R08157', 'R03370', 'EC:1.14.19.2', 'R07765', 'EC:1.3.1.9', 'EC:1.3.1.-', 'EC:2.3.1.-', 'R07764', 'EC:4.2.1.-', 'R07762', 'EC:2.3.1.41', 'EC:2.3.1.179', 'EC:2.3.1.199', 'R08161', 'R07763', 'EC:1.1.1.100', 'R08163', 'R02814', 'R08159', 'R04968', 'EC:2.3.1.85', 'EC:2.3.1.86', 'R04726', 'R04963', 'R04960', 'R04957', 'R04952', 'R01706', 'R04969', 'R04970', 'EC:1.3.1.10', 'EC:1.3.1.39', 'EC:1.3.1.104', 'R04543', 'EC:1.1.1.-', 'R04966', 'R04967', 'R04566', 'R04724', 'R04725', 'R04964', 'R04961', 'R04962', 'R04534', 'R04958', 'R04959', 'R04536', 'R04955', 'R04956', 'R04953', 'R04429', 'R04430', 'R04533', 'R01626', 'EC:2.3.1.39', 'R00742', 'EC:6.4.1.2', 'R04355', 'R10707', 'EC:2.3.1.180', 'R04428', 'EC:4.2.1.59', 'R04954', 'R04537', 'R04535', 'R04965', 'R04568', 'R04544', 'R01280', 'EC:6.2.1.3', 'R12300', 'EC:6.2.1.76', 'R02768', 'R10208', 'R02767', 'R12329', 'R00390', 'R01403', ",1
Phase 1,Filtering & Pattern Matching,Get compounds or pathways,CUSTOM,"MATCH (c:Compound) RETURN c AS entity
UNION
MATCH (p:Pathway) RETURN p AS entity","[{'entity': {'names': ['Dodecanoyl-[acyl-carrier protein]', 'Dodecanoyl-[acp]', 'Lauroyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C05223', 'name': 'Dodecanoyl-[acyl-carrier protein]', 'formula': 'C12H23OSR', 'id': 'C05223'}}, {'entity': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'entity': {'names': ['Acyl-carrier protein', 'ACP', '[Acyl-carrier protein]', 'Holo-[acyl-carrier protein]'], 'name': 'Acyl-carrier protein', 'link': 'https://rest.kegg.jp/get/C00229', 'formula': 'HSR', 'id': 'C00229'}}, {'entity': {'names': ['Dodecanoic acid', 'Dodecanoate', 'Dodecylcarboxylate', 'Lauric acid'], 'name': 'Dodecanoic acid', 'link': 'https://rest.kegg.jp/get/C02679', 'formula': 'C12H24O2', 'id': 'C02679', 'exact_mass': '200.1776'}}, {'entity': {'names': ['Hexadecenoyl-[acyl-carrier protein]', '(9Z)-Hexadec-9-enoyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C",1
Phase 1,Filtering & Pattern Matching,List genes and enzymes,CUSTOM,MATCH (g:Gene) RETURN g AS node UNION ALL MATCH (e:EC) RETURN e AS node,"[{'node': {'species': 'ats', 'name': '(RefSeq) beta-galactosidase 8', 'link': 'https://rest.kegg.jp/get/ats:109732741', 'position': '1:complement(457653239..457661047)', 'id': 'ats:109732741'}}, {'node': {'species': 'ats', 'name': '(RefSeq) uncharacterized protein', 'link': 'https://rest.kegg.jp/get/ats:109779197', 'position': '3:600585935..600594116', 'id': 'ats:109779197'}}, {'node': {'species': 'ats', 'name': '(RefSeq) alpha-mannosidase At3g26720', 'link': 'https://rest.kegg.jp/get/ats:109767527', 'position': '5:544856754..544866965', 'id': 'ats:109767527'}}, {'node': {'species': 'ats', 'name': '(RefSeq) alpha-mannosidase isoform X2', 'link': 'https://rest.kegg.jp/get/ats:109775477', 'position': '1:80555734..80568839', 'id': 'ats:109775477'}}, {'node': {'species': 'ats', 'name': '(RefSeq) alpha-L-fucosidase 2-like', 'link': 'https://rest.kegg.jp/get/ats:109735074', 'position': '4:complement(510053030..510058261)', 'id': 'ats:109735074'}}, {'node': {'species': 'ats', 'name': '(RefSeq",1
Phase 1,Filtering & Pattern Matching,Show reactions and compounds,CUSTOM,"MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) RETURN r, c","[{'r': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870', 'definition': 'Ethanolamine phosphate + H2O <=> Ethanolamine + Orthophosphate', 'id': 'R06870'}, 'c': {'names': ['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid'], 'name': 'Orthophosphate', 'link': 'https://rest.kegg.jp/get/C00009', 'formula': 'H3PO4', 'id': 'C00009', 'exact_mass': '97.9769'}}, {'r': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870', 'definition': 'Ethanolamine phosphate + H2O <=> Ethanolamine + Orthophosphate', 'id': 'R06870'}, 'c': {'names': ['Ethanolamine', 'Aminoethanol', '2-Hydroxyethylamine'], 'name': 'Ethanolamine', 'link': 'https://rest.kegg.jp/get/C00189', 'formula': 'C2H7NO', 'id': 'C00189', 'exact_mass': '61.0528'}}, {'r': {'equation': 'C00588 + C00001 <=> C00114 + C00009', 'name': 'phosphocholine",1
Phase 1,Filtering & Pattern Matching,Find orthologs or functional units,CUSTOM,MATCH (o:Ortholog) RETURN o UNION MATCH (f:FunctionalUnit) RETURN f,[],1
Phase 1,Filtering & Pattern Matching,Which genes are most connected?,CUSTOM,"MATCH (g:Gene)-[r]-() 
RETURN g, count(r) AS connections 
ORDER BY connections DESC","[{'g': {'symbol': 'SDP1-4', 'species': 'gmx', 'name': '(RefSeq) triacylglycerol lipase SDP1', 'link': 'https://rest.kegg.jp/get/gmx:100791261', 'position': '3:complement(35802399..35806290)', 'id': 'gmx:100791261'}, 'connections': 5}, {'g': {'symbol': 'SDP1', 'species': 'gmx', 'name': '(RefSeq) triacylglycerol lipase SDP1 isoform X1', 'link': 'https://rest.kegg.jp/get/gmx:100807526', 'position': '10:complement(23077434..23083076)', 'id': 'gmx:100807526'}, 'connections': 5}, {'g': {'symbol': 'SDP1-3', 'species': 'gmx', 'name': '(RefSeq) triacylglycerol lipase SDP1', 'link': 'https://rest.kegg.jp/get/gmx:100816093', 'position': '19:complement(39866730..39872351)', 'id': 'gmx:100816093'}, 'connections': 5}, {'g': {'symbol': 'SDP1-1', 'species': 'gmx', 'name': '(RefSeq) triacylglycerol lipase SDP1 isoform X1', 'link': 'https://rest.kegg.jp/get/gmx:100817268', 'position': '2:37510210..37514754', 'id': 'gmx:100817268'}, 'connections': 5}, {'g': {'species': 'gmx', 'name': '(RefSeq) protein ty",1
Phase 1,Filtering & Pattern Matching,Find most connected compounds,CUSTOM,"MATCH (c:Compound)-[:SUBSTRATE_OF|:PRODUCES]->(r:Reaction)  
WITH c, count(DISTINCT r) AS total  
RETURN c, total  
ORDER BY total DESC","[{'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}, 'total': 107}, {'c': {'names': ['Oxygen', 'O2'], 'name': 'Oxygen', 'link': 'https://rest.kegg.jp/get/C00007', 'formula': 'O2', 'id': 'C00007', 'exact_mass': '31.9898'}, 'total': 54}, {'c': {'names': ['NADP+', 'NADP', 'Nicotinamide adenine dinucleotide phosphate', 'beta-Nicotinamide adenine dinucleotide phosphate', 'TPN', 'Triphosphopyridine nucleotide', 'beta-NADP+'], 'name': 'NADP+', 'link': 'https://rest.kegg.jp/get/C00006', 'formula': 'C21H29N7O17P3', 'id': 'C00006', 'exact_mass': '744.0833'}, 'total': 42}, {'c': {'names': ['H+', 'Hydron'], 'link': 'https://rest.kegg.jp/get/C00080', 'name': 'H+', 'formula': 'H', 'id': 'C00080', 'exact_mass': '1.0078'}, 'total': 36}, {'c': {'names': ['NAD+', 'NAD', 'Nicotinamide adenine dinucleotide', 'DPN', 'Diphosphopyridine nucleotide', 'Nadide', 'beta-NAD+'], 'link': 'https://rest.kegg.jp/get/C00",1
