pmid,question_type,question,answer,entities_used,difficulty,topic,category_id,category_name,title,abstract_word_count
9662537,factual,"Based on in vitro analysis, what was the observed impact of the phosphoglycerylethanolamine (PGE) lipid modification on the capacity of eukaryotic elongation factor 1alpha (eEF-1A) to associate with actin?",In vitro experiments showed that the phosphoglycerylethanolamine lipid modification did not alter the actin-binding function of eukaryotic elongation factor 1alpha.,"phosphoglycerylethanolamine, eukaryotic elongation factor 1alpha, actin-binding activity",easy,Lipid Metabolism,3.0,Lipid Metabolism,Phosphoglycerylethanolamine posttranslational modification of plant eukaryotic elongation factor 1alpha.,175
9662537,numerical,Which specific radiolabeled precursors were utilized in the in vivo labeling experiments to support the conclusion that the entire phosphatidylethanolamine molecule was attached to eEF-1A?,"The in vivo labeling studies used [3H]glycerol, [32P]Pi, [14C]myristic acid, and [14C]linoleic acid to indicate that the complete phosphatidylethanolamine phospholipid was covalently bound to the protein.","[3H]glycerol, [32P]Pi, [14C]myristic acid, [14C]linoleic acid, phosphatidylethanolamine, eEF-1A",medium,Lipid Metabolism,3.0,Lipid Metabolism,Phosphoglycerylethanolamine posttranslational modification of plant eukaryotic elongation factor 1alpha.,175
15752726,factual,What is the proposed functional role of ferredoxin-dependent glutamate synthase (FdGOGAT) when it forms a complex with the UDP-sulfoquinovose synthase (SQD1) enzyme?,"The proposed model suggests that ferredoxin-dependent glutamate synthase (FdGOGAT) could channel the substrate sulfite directly to the SQD1 enzyme, facilitating the biosynthesis of UDP-sulfoquinovose.","Ferredoxin-dependent glutamate synthase, SQD1, sulfite",easy,Lipid Metabolism,3.0,Lipid Metabolism,Ferredoxin-dependent glutamate synthase moonlights in plant sulfolipid biosynthesis by forming a complex with SQD1.,148
15752726,numerical,"What is the molecular weight of the native SQD1 heteroprotein complex from spinach, and how does its binding affinity for sulfite differ from that of the recombinant SQD1 protein?",The native SQD1 heteroprotein complex has a molecular weight of 250 kDa and demonstrates a much higher affinity for the substrate sulfite than the recombinant SQD1 protein by itself.,"SQD1, sulfite",medium,Lipid Metabolism,3.0,Lipid Metabolism,Ferredoxin-dependent glutamate synthase moonlights in plant sulfolipid biosynthesis by forming a complex with SQD1.,148
4030975,factual,What is the primary limitation of using reversed-phase liquid chromatography by itself for the quantitative analysis of sterol compounds from natural sources?,Reversed-phase liquid chromatography is not suitable for quantitative analysis on its own because the sensitivity of the detection method varies for different sterols.,"reversed-phase liquid chromatography, sterol, quantitative analyses",easy,Lipid Metabolism,3.0,Lipid Metabolism,Determination of sterol and triterpene alcohol acetates in natural products by reversed-phase liquid chromatography and gas chromatography-mass spectrometry.,103
4030975,numerical,What specific solvent mixture and UV wavelength were utilized for the separation of sterol and triterpene alcohol acetates using reversed-phase liquid chromatography?,"The separation was achieved using a mobile phase of acetonitrile and water in a 90:10 volume ratio, with detection carried out at a UV wavelength of 205 nm.","acetonitrile-water, UV detector, reversed-phase liquid chromatography",medium,Lipid Metabolism,3.0,Lipid Metabolism,Determination of sterol and triterpene alcohol acetates in natural products by reversed-phase liquid chromatography and gas chromatography-mass spectrometry.,103
9927639,factual,What is the primary cause of the stunted growth characteristic of the `dwf7` mutant?,"The dwarfism in `dwf7` is directly caused by a deficiency in brassinosteroids, which stems from an insufficient supply of precursor sterols required for their synthesis.","dwf7, brassinosteroids, dwarf phenotype",easy,Lipid Metabolism,3.0,Lipid Metabolism,The Arabidopsis dwf7/ste1 mutant is defective in the delta7 sterol C-5 desaturation step leading to brassinosteroid biosynthesis.,165
9927639,numerical,In which specific coding regions of the STE1 gene were the nonsense mutations identified for the dwf7-1 and dwf7-2 alleles?,Sequencing revealed a premature stop codon in the third exon for the dwf7-1 allele and in the first exon for the dwf7-2 allele.,"dwf7-1, dwf7-2, STE1, exon",medium,Lipid Metabolism,3.0,Lipid Metabolism,The Arabidopsis dwf7/ste1 mutant is defective in the delta7 sterol C-5 desaturation step leading to brassinosteroid biosynthesis.,165
24632290,factual,What were the consequences for the internal membrane structures of chloroplasts and mitochondria in Arabidopsis embryos when phosphatidylglycerol synthesis was disrupted by mutating both PGP1 and PGP2 genes?,"In the pgp1pgp2 double mutant, plastids failed to develop thylakoid membranes, and the membrane structures within mitochondria were abnormal, indicating that phosphatidylglycerol is essential for the proper formation of these organelles.","pgp1pgp2 double mutant, chloroplasts, mitochondria, phosphatidylglycerol",easy,Lipid Metabolism,3.0,Lipid Metabolism,Phosphatidylglycerol biosynthesis is required for the development of embryos and normal membrane structures of chloroplasts and mitochondria in Arabidopsis.,102
24632290,numerical,What was the outcome of the radiolabeling experiment designed to track phospholipid production in the pgp1pgp2 double mutant?,"The radiolabeling experiment demonstrated that there was no significant incorporation of radioactivity into phosphatidylglycerol (PG) in the mutant embryos, confirming the disruption of its biosynthesis pathway.","pgp1pgp2 double mutant, phosphatidylglycerol, radiolabeling",medium,Lipid Metabolism,3.0,Lipid Metabolism,Phosphatidylglycerol biosynthesis is required for the development of embryos and normal membrane structures of chloroplasts and mitochondria in Arabidopsis.,102
20636262,factual,What specific product resulted from the interaction between the 16:3 fatty acid and the recombinant maize 9-lipoxygenase enzyme?,"The recombinant maize 9-lipoxygenase specifically catalyzed the conversion of 7,10,13-hexadecatrienoic acid (16:3) into (7S)-hydroperoxide.","7,10,13-hexadecatrienoic acid (16:3), recombinant maize 9-lipoxygenase, (7S)-hydroperoxide",easy,Lipid Metabolism,3.0,Lipid Metabolism,"Hexadecanoid pathway in plants: Lipoxygenase dioxygenation of (7Z,10Z,13Z)-hexadecatrienoic acid.",164
20636262,numerical,What were the percentage yields of the primary and secondary hydroperoxide products when soybean lipoxygenase 1 metabolized the 16:3 fatty acid?,"When soybean lipoxygenase 1 acted on 16:3, it produced 91% (11S)-hydroperoxide and 6% racemic 14-hydroperoxide.","Soybean lipoxygenase 1, 16:3, (11S)-hydroperoxide, 14-hydroperoxide",medium,Lipid Metabolism,3.0,Lipid Metabolism,"Hexadecanoid pathway in plants: Lipoxygenase dioxygenation of (7Z,10Z,13Z)-hexadecatrienoic acid.",164
15806965,factual,"According to the study on evening primrose oil, what is the relationship between the concentration of gamma-linolenic acid and the levels of other unsaturated fatty acids?",The study found an inverse correlation between the amount of gamma-linolenic acid and the quantity of other unsaturated fatty acids present in evening primrose oil.,"gamma-linolenic acid, unsaturated fatty acid, evening primrose oil",easy,Lipid Metabolism,3.0,Lipid Metabolism,"[Study on the encapsulation technique of high purity gamma-linolenic acid, part 1--saponification reaction and saponification value].",185
15806965,numerical,What numerical ranges were identified for the saponification value of evening primrose oil and the optimal pH for isolating the oils after the saponification process?,"The research determined that the saponification value for evening primrose oil is between 180 and 200, while the pH for subsequent oil isolation should be in the range of 1.5 to 2.0.","saponification value, pH value, evening primrose oil",medium,Lipid Metabolism,3.0,Lipid Metabolism,"[Study on the encapsulation technique of high purity gamma-linolenic acid, part 1--saponification reaction and saponification value].",185
30583412,factual,What was the overall impact on starch breakdown when hydrothermal processing was combined with lauric acid complexation?,The synergistic application of hydrothermal treatment and lauric acid complexation resulted in a significant decrease in starch digestibility.,"hydrothermal treatment, lauric acid complexation, starch digestibility",easy,Lipid Metabolism,3.0,Lipid Metabolism,Synergistic effect of hydrothermal treatment and lauric acid complexation under different pressure on starch assembly and digestion behaviors.,154
