phase,category,question,check,cypher_executable,generated_cypher,QAChain,QAChain_Answer
Phase 1,Filtering & Pattern Matching,Which pathways have most connections?,1.0,"MATCH (n:Pathway)-[r]-() RETURN n, count(r) as degree ORDER BY degree DESC LIMIT 10",MATCH (p:Pathway)-[:CONTAINS*0..]->(e)<-[:CATALYZES|MEMBER_OF]-(o) RETURN p.id AS pathway_id ORDER BY size((p)-[:CONTAINS*0..]->()) DESC LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 1,Filtering & Pattern Matching,Find hub orthologs in the network,1.0,"MATCH (n:Ortholog)-[r]-() RETURN n, count(r) as degree ORDER BY degree DESC LIMIT 10","MATCH (e {id: $entity_id})-[r]-(neighbor)
RETURN neighbor.id AS neighbor_id,
       neighbor.name AS neighbor_name,
       labels(neighbor)[0] AS neighbor_type,
       type(r) AS relationship,
       CASE
         WHEN startNode(r) = e THEN 'outgoing'
         ELSE 'incoming'
       END AS direction","cypher
MATCH (o:Ortholog)-[r*1..3]-(n)
WHERE o.symbol = 'hub_ortholog'
RETURN COUNT(DISTINCT n) AS degree, o.name AS ortholog_name
ORDER BY degree DESC
LIMIT 10;
",I don't know the answer.
Phase 1,Filtering & Pattern Matching,Show me 10 random genes,1.0,MATCH (n:Gene) RETURN n LIMIT 10,MATCH (g:Gene) RETURN g LIMIT 10,"
MATCH (g:Gene) 
RETURN g LIMIT 10;
","(RefSeq) beta-galactosidase 8, (RefSeq) uncharacterized protein, (RefSeq) alpha-mannosidase At3g26720, (RefSeq) alpha-mannosidase isoform X2, (RefSeq) alpha-L-fucosidase 2-like, (RefSeq) putative alpha-L-fucosidase 1, (RefSeq) alpha-L-fucosidase 2, (RefSeq) putative alpha-L-fucosidase 1, (RefSeq) beta-galactosidase 8"
Phase 1,Filtering & Pattern Matching,Get 5 sample pathways,1.0,MATCH (n:Pathway) RETURN n LIMIT 5,"MATCH (p:Pathway) WHERE p.id IN ['pw:PW00001', 'pw:PW00002', 'pw:PW00003', 'pw:PW00004', 'pw:PW00005'] RETURN p LIMIT 5","
MATCH (p:Pathway)-[r:CONTAINS*1..3]-(n) 
RETURN p LIMIT 10;
","There are multiple pathways with the title ""Fatty acid biosynthesis"" in KEGG. 

The first five of these pathways are:
1. path:ats00061 
2. path:ats00061 
3. path:ats00061 
4. path:ats00061 
5. path:ats00061"
Phase 1,Filtering & Pattern Matching,Display 20 compounds,1.0,MATCH (n:Compound) RETURN n LIMIT 20,MATCH (c:Compound) RETURN c LIMIT 20,"
MATCH (c:Compound)
RETURN c LIMIT 10;
",I don't know the answer.
Phase 1,Filtering & Pattern Matching,Give me 15 reactions,1.0,MATCH (n:Reaction) RETURN n LIMIT 15,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) 
OR (e:EC)-[:CATALYZES]->(r:Reaction)
RETURN DISTINCT r.id AS reaction_id LIMIT 15","
MATCH (r:Reaction)-[rel*1..3]-(p) 
RETURN r LIMIT 10;
",There are 10 reactions.
Phase 1,Filtering & Pattern Matching,Show 10 example enzymes,1.0,MATCH (n:EC) RETURN n LIMIT 10,MATCH (e:EC) WHERE e.id = 'cpd:C00020' OR e.id = 'cpd:C00031' RETURN e LIMIT 10,"
MATCH (e:EC)-[:CATALYZES*1..3]->(r:Reaction) 
RETURN e.name AS enzyme_name, r.name AS reaction_name LIMIT 10;
","phosphoethanolamine/phosphocholine phosphatase, phosphocholine phosphohydrolase, oleoyl-[acyl-carrier-protein] hydrolase, dodecanoyl-[acyl-carrier-protein] hydrolase, hexadecenoyl-[acyl-carrier protein] hydrolase, octadecanoyl-[acyl-carrier protein] hydrolase, oleoyl-[acyl-carrier-protein] hydrolase, tetradecanoyl-[acyl-carrier protein] hydrolase, hexadecanoyl-[acyl-carrier protein] hydrolase, long-chain acyl-[acyl-carrier protein] hydrolase"
Phase 1,Filtering & Pattern Matching,List 5 orthologs,1.0,MATCH (n:Ortholog) RETURN n LIMIT 5,MATCH (o:Ortholog) WHERE o.id = 'cpd:C00229' RETURN o LIMIT 5,"
MATCH (o:Ortholog)-[]->()
RETURN o LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What reactions is gene ath:AT1G01040 involved in through its ortholog?,1.0,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) 
RETURN DISTINCT r.id LIMIT 10","cypher
MATCH (g:Gene {name: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES*1..3]-(r:Reaction)
RETURN r.name, r.id
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Show reactions catalyzed by the ortholog of gene ath:AT1G01050,1.0,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) 
RETURN r.id AS reaction_id LIMIT 10","
MATCH (g:Gene {name: ""ath:AT1G01050""})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES*1..3]->(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Find reactions for gene ats:109733199 via ortholog,1.0,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction) 
RETURN r.id LIMIT 10","
MATCH (g:Gene {id: ""ats:109733199""})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES*1..3]-(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Get reactions that gene ats:109761713 participates in through ortholog,1.0,MATCH (g:Gene {id: 'ats:109761713'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH p=(g:Gene {id:'ats:109761713'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|MEMBER_OF*0..1]->(r:Reaction) 
RETURN r.id AS reaction_id, p LIMIT 10","
MATCH (g:Gene {id: ""ats:109761713""})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES*1..3]-(r:Reaction)
RETURN r LIMIT 10
",I don't know the answer.
Phase 2,2-Hop Queries,Which reactions does gene ath:AT1G54220 indirectly catalyze?,1.0,MATCH (g:Gene {id: 'AT1G54220'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH p=(g:Gene {id:'ath:AT1G54220'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) 
WHERE o.species = 'ath' 
RETURN DISTINCT r.id LIMIT 10","
MATCH p=(g:Gene {name: ""ath:AT1G54220""})-[:MEMBER_OF*1..3]->(fu:FunctionalUnit)-[:CATALYZES*1..3]->(r:Reaction)
OPTIONAL MATCH (o:Ortholog)-[:CATALYZES*1..3]->(r2:Reaction)
WHERE g.position = ""AT1G54220""
RETURN DISTINCT r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,List reactions connected to gene ath:AT2G06990 through ortholog groups,1.0,MATCH (g:Gene {id: 'AT2G06990'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction) RETURN r,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (g:Gene {name: 'ath:AT2G06990'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES*1..3]-(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What reactions does gene ath:AT5G61540 catalyze through its enzymes?,1.0,MATCH (g:Gene {id: 'AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r.id LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT5G61540""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES]->(r:Reaction)
RETURN r
LIMIT 10
",I don't know the answer.
Phase 2,2-Hop Queries,Show reactions for gene gmx:100217331 via encoded enzymes,1.0,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH (g:Gene {id: '100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) 
WHERE g.species = 'gmx' 
RETURN DISTINCT r.id LIMIT 10","
MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Find reactions catalyzed by enzymes from gene EC:1.3.1.10,1.0,MATCH (g:Gene {id: 'EC:1.3.1.10'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r,MATCH (g:Gene {id: 'EC:1.3.1.10'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r LIMIT 20,"
MATCH (g:Gene {id: ""EC:1.3.1.10""})-[:ENCODES]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Get reactions that gene ats:109745953 affects through EC numbers,1.0,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (g:Gene {id: ""ats:109745953""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
RETURN r
LIMIT 10
",I don't know the answer.
Phase 2,2-Hop Queries,Which reactions are influenced by gene gmx:100037478?,1.0,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH (g:Gene {id: '100037478'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)
OPTIONAL MATCH (c:Compound)-[:SUBSTRATE_OF]->(r)
RETURN DISTINCT r.id AS reaction_id, c.id AS compound_id
LIMIT 10","
MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
OPTIONAL MATCH (o:Ortholog)-[:BELONGS_TO]->(g)<-[:MEMBER_OF]-(fu:FunctionalUnit)
WHERE fu IS NULL OR fu.type = 'enzyme'
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,List reactions connected to gene EC:4.2.1.59 through enzymes,1.0,MATCH (g:Gene {id: 'EC:4.2.1.59'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH (e {id: $entity_id})-[r]-(neighbor)
RETURN neighbor.id AS neighbor_id,
       neighbor.name AS neighbor_name,
       labels(neighbor)[0] AS neighbor_type,
       type(r) AS relationship,
       CASE
         WHEN startNode(r) = e THEN 'outgoing'
         ELSE 'incoming'
       END AS direction","
MATCH (g:Gene {id: ""EC:4.2.1.59""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What compounds are produced from compound C06000?,1.0,MATCH (c1:Compound {id: 'C06000'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,MATCH (c1:Compound {id: 'C06000'})-[:SUBSTRATE_OF|PRODUCES*0..5]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2.id LIMIT 10,"
MATCH (c1:Compound {id: 'C06000'})-[:PRODUCES*1..3]->(c2:Compound)
RETURN c2
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Show products when C00024 is used as substrate,1.0,MATCH (c1:Compound {id: 'C00024'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,MATCH (c:Compound {id: 'C00024'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(p:Compound) RETURN p LIMIT 10,"cypher
MATCH p=(c:Compound {id: 'C00024'})-[:SUBSTRATE_OF*1..3]->(r:Reaction)-[:PRODUCES]->(p2:Compound)
RETURN p2.name, p2.formula, r.equation
LIMIT 10;
","C00008, C00009, C00083, CO2, C05744, C00010, C00011."
Phase 2,2-Hop Queries,Find compounds made from C00164,1.0,MATCH (c1:Compound {id: 'C00164'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,"MATCH (c:Compound {id: 'C00164'})-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction)-[:CONTAINS]->(ec:EC)-[:CATALYZES]->(o:Ortholog)-[:MEMBER_OF*0..1]->(fu:FunctionalUnit), (c)<-[:PARTICIPATES_IN]-(r2:Reaction) RETURN DISTINCT r.id AS reaction_id, ec.id AS enzyme_id, o.id AS ortholog_id, fu.id AS functional_unit_id LIMIT 20","
MATCH (c:Compound {id: 'C00164'})-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(p:Compound)
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Get output compounds for substrate C08813,1.0,MATCH (c1:Compound {id: 'C08813'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,MATCH p=(c:Compound {id: 'C08813'})-[:SUBSTRATE_OF*0..1]->(r:Reaction)-[:PRODUCES]->(o:Compound) RETURN o.id AS output_compound LIMIT 10,"
MATCH p=(c:Compound {id: 'C08813'})-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(o:Compound)
RETURN o
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Which compounds are synthesized from C03069?,1.0,MATCH (c1:Compound {id: 'C03069'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,MATCH p=(c:Compound {id:'C03069'})-[:PRODUCES]->(compound) RETURN compound LIMIT 10,"
MATCH p=(c:Compound {id:'C03069'})-[:SUBSTRATE_OF*1..3]->(r:Reaction)-[:PRODUCES]->(prod:Compound)
RETURN prod
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What can be produced using compound C00183 as input?,1.0,MATCH (c1:Compound {id: 'C00183'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,MATCH (c:Compound {id: 'C00183'})-[:SUBSTRATE_OF*0..1]->(r:Reaction)-[:PRODUCES]->(p:Compound) RETURN p.id AS id LIMIT 10,"
MATCH (c:Compound {id: 'C00183'})-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(p:Compound)
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What enzyme functions does gene ath:AT1G01040 have through ortholog?,1.0,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:HAS_ENZYME_FUNCTION]-(e:EC) RETURN e.id LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT1G01040""})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(ec:EC)
RETURN ec.sysname AS enzyme_function
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Show EC numbers for gene ath:AT1G01050 via ortholog,1.0,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e.id LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT1G01050""})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(ec:EC)
RETURN ec.id, ec.name
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Find enzyme activities of gene gmx:547808 through KO group,1.0,MATCH (g:Gene {id: 'gmx:547808'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:547808'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CATALYZES]-(e:EC) RETURN e.id LIMIT 10,"
MATCH (g:Gene {id: 'gmx:547808'})-[:ENCODES*1..3]->(ec:EC)<-[:MEMBER_OF]-(fu:FunctionalUnit)
WHERE fu.type = 'KO group'
RETURN ec.id, ec.name, ec.sysname
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Get EC numbers associated with gene ats:109733199 via ortholog,1.0,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(ec:EC) RETURN ec.id LIMIT 10,"
MATCH (g:Gene {id: ""ats:109733199""})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(ec:EC)
RETURN ec.id AS ec_id
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Which enzymes does gene ats:109761713 relate to through ortholog?,1.0,MATCH (g:Gene {id: 'ats:109761713'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109761713'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(re:Reaction)-[:CATALYZES]->(e:EC) RETURN e.id LIMIT 10,"
MATCH (g:Gene {id: ""ats:109761713""})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(ec:EC)
RETURN ec.name, ec.sysname
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,List enzyme functions for gene ath:AT1G54220 via ortholog groups,1.0,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,"MATCH (g:Gene {id: 'ath:AT1G54220'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(ec:EC)
WHERE o.species = 'Arabidopsis thaliana'
RETURN DISTINCT ec.id AS enzyme_function_id, r.id AS reaction_id, c.id AS compound_id
LIMIT 10","
MATCH (g:Gene {name: ""ath:AT1G54220""})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(ec:EC)
OPTIONAL MATCH (o)-[:MEMBER_OF]->(fu:FunctionalUnit)
RETURN ec.name, fu.type AS functional_unit_type
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What reactions use products from reaction R06871?,1.0,MATCH (r1:Reaction {id: 'R06871'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH (r1:Reaction {id: 'R06871'})-[:PRODUCES]->(c:Compound),
      (r2:Reaction)-[:SUBSTRATE_OF]->(c)
RETURN DISTINCT r2.id AS reaction_id, c.id AS compound_id LIMIT 20","
MATCH p=(r1:Reaction {id: 'R06871'})-[:PRODUCES*1..3]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)
RETURN r2
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Show downstream reactions of reaction R10826,1.0,MATCH (r1:Reaction {id: 'R10826'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(r:Reaction {id:'R10826'})-[*]-(c:Compound)-[:SUBSTRATE_OF]->(d:Reaction) RETURN d LIMIT 10,"
MATCH p=(r:Reaction {id: 'R10826'})-[:PRODUCES*1..3]-(c:Compound)
RETURN c.id, c.name, r.equation
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Find reactions that consume products of reaction R03777,1.0,MATCH (r1:Reaction {id: 'R03777'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(r1:Reaction {id:'R03777'})-[:PRODUCES*0..5]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction) RETURN DISTINCT r2 LIMIT 20,"
MATCH p=(r1:Reaction {id: 'R03777'})-[:PRODUCES*1..3]-(c:Compound)-[:SUBSTRATE_OF*1..3]->(r2:Reaction)
RETURN r2
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Get reactions following reaction R02814,1.0,MATCH (r1:Reaction {id: 'R02814'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH p=(r:Reaction {id:'R02814'})-[*]-(c:Compound)-[:PARTICIPATES_IN]->(r2:Reaction) 
WHERE r2.id <> 'R02814' 
RETURN DISTINCT r2 LIMIT 10","
MATCH p = (:Reaction {id: 'R02814'})-[:PRODUCES*1..3]->(c:Compound)<-[:SUBSTRATE_OF]-(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Which reactions use outputs from reaction R04957?,1.0,MATCH (r1:Reaction {id: 'R04957'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(c:Compound {id:'C00075'})-[:PRODUCES|SUBSTRATE_OF*1..2]->(r:Reaction) WHERE r.id = 'R04957' RETURN DISTINCT r LIMIT 10,"
MATCH p=(r1:Reaction {id: 'R04957'})-[:PRODUCES*1..3]-(c:Compound)-[:SUBSTRATE_OF*1..3]->(r2:Reaction)
RETURN r2
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,List next reactions after reaction R07449,1.0,MATCH (r1:Reaction {id: 'R07449'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH p=shortestPath((r:Reaction {id:'R07449'})-[*]-(n)) 
WHERE n IN [type(r) = 'Reaction', type(n) = 'Gene', type(n) = 'EC'] 
RETURN DISTINCT p LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,2-Hop Queries,What compounds are produced in pathway path:gmx00603?,1.0,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS*]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c LIMIT 10,"
MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Show all products of path:ath00603 pathway,1.0,MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c LIMIT 10,"
MATCH p=(path:Pathway {id: ""path:ath00603""})-[:CONTAINS*1..3]-(r:Reaction)
RETURN r.name, r.equation, r.link
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Find compounds made in pathway path:ats01040,1.0,MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS*]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c LIMIT 10,"
MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS*1..3]-(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Which compounds are synthesized in pathway path:gmx00280?,1.0,MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH p=(path:Pathway {id:'gmx00280'})-[:CONTAINS*]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c.id LIMIT 10,"
MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS*1..3]->(r:Reaction)
OPTIONAL MATCH (r)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,List all products from path:gmx00061 pathway,1.0,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'gmx00061'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c LIMIT 10,"
MATCH p=(path:Pathway {id: 'gmx00061'})-[:CONTAINS*1..3]-(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What compounds are consumed in pathway path:ath00061?,1.0,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r:Reaction)<-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH p=(path:Pathway {id:'path:ath00061'})-[:CONTAINS*]->(ec:EC)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c.id LIMIT 10,"
MATCH p=(path:Pathway {id: ""path:ath00061""})-[:CONTAINS*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Find input compounds for pathway path:ats00603,1.0,MATCH (p:Pathway {id: 'path:ats00603'})-[:CONTAINS]->(r:Reaction)<-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,"MATCH p=(pathway:Pathway {id:'path:ats00603'})-[:CONTAINS*]->(ec:EC)-[:CATALYZES]->(reaction:Reaction)-[:PRODUCES]->(compound:Compound)
RETURN compound.id AS input_compound_id
LIMIT 20","
MATCH p=(path:Pathway {id: ""path:ats00603""})-[:CONTAINS*1..3]->(r:Reaction)
OPTIONAL MATCH (c:Compound)-[:SUBSTRATE_OF]->(r)
RETURN c.id, c.name, r.equation
LIMIT 10;
",I don't know the answer.
