Result,Reason (Match Type),Counts (Bot / GT),Missing IDs (Example),Extra IDs (Example),Question,Bot Query,Truth Query
Invalid (GT Error),GT Error: Timeout,0 / 0,,,Which compounds connect pathway path:ath00280 to others?,MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2"
Invalid (GT Error),GT Error: Timeout,0 / 0,,,List inter-pathway path:gmx00603 metabolite exchanges,MATCH (p:Pathway {id: 'gmx00603'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2"
✅ Correct,Subset Match,0 / 3,"[""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:48250' labels=frozenset({'Pathway'}) properties={'image': 'https://www.kegg.jp/kegg/pathway/ath/ath00603.png', 'species': 'ATH', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ath00603', 'source': 'KEGG', 'id': 'path:ath00603', 'title': 'Glycosphingolipid biosynthesis - globo and isoglobo series'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:48250' labels=frozenset({'Pathway'}) properties={'image': 'https://www.kegg.jp/kegg/pathway/ath/ath00603.png', 'species': 'ATH', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ath00603', 'source': 'KEGG', 'id': 'path:ath00603', 'title': 'Glycosphingolipid biosynthesis - globo and isoglobo series'}> size=4>""]",-,Show sequential reactions in pathway path:ath00603,MATCH (p:Pathway {id: 'ath00603'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH path = (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path
✅ Correct,Empty Match,0 / 0,-,-,Find reaction R00200 chains in glycolysis,MATCH (r1:Reaction {id: 'R00200'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,MATCH path = (p:Pathway {id: 'R00200'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path
✅ Correct,Subset Match,11 / 0,-,"['R08174', 'R08180', 'R08177']",Get ordered reactions in pathway path:ats01040,MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH path = (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path
✅ Correct,Empty Match,0 / 0,-,-,Show reaction R07764 sequences in TCA cycle,MATCH (p:Pathway {id: 'R07764'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH path = (p:Pathway {id: 'R07764'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path
❌ Incorrect,Mismatch,31 / 61,"[""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:46414' labels=frozenset({'Pathway'}) properties={'image': 'https://www.kegg.jp/kegg/pathway/gmx/gmx00280.png', 'species': 'GMX', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?gmx00280', 'source': 'KEGG', 'id': 'path:gmx00280', 'title': 'Valine, leucine and isoleucine degradation'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:46414' labels=frozenset({'Pathway'}) properties={'image': 'https://www.kegg.jp/kegg/pathway/gmx/gmx00280.png', 'species': 'GMX', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?gmx00280', 'source': 'KEGG', 'id': 'path:gmx00280', 'title': 'Valine, leucine and isoleucine degradation'}> size=4>""]","['R04137', 'R07618', 'R07604']",Map reaction flow in pathway path:gmx00280,MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH path = (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path
❌ Incorrect,Mismatch,61 / 284,"[""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:48172' labels=frozenset({'Pathway'}) properties={'image': 'https://www.kegg.jp/kegg/pathway/ath/ath00061.png', 'species': 'ATH', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ath00061', 'id': 'path:ath00061', 'source': 'KEGG', 'title': 'Fatty acid biosynthesis'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:48172' labels=frozenset({'Pathway'}) properties={'image': 'https://www.kegg.jp/kegg/pathway/ath/ath00061.png', 'species': 'ATH', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ath00061', 'id': 'path:ath00061', 'source': 'KEGG', 'title': 'Fatty acid biosynthesis'}> size=4>""]","['R04970', '(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase', '(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase']",Display sequential steps in fatty acid biosynthesis path:ath00061,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH path = (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path
✅ Correct,Empty Match,0 / 0,-,-,What enzymes does gene ath:AT5G61540 encode?,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Full Match,1 / 1,-,-,Which EC numbers are encoded by gene gmx:100217331?,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Empty Match,0 / 0,-,-,Show me the enzyme functions of gene ats:109745953,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Full Match,1 / 1,-,-,Gene gmx:100037478 encodes which enzymes?,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Empty Match,0 / 0,-,-,List enzyme activities for gene ath:AT1G01040,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Full Match,1 / 1,-,-,What are the EC numbers for gene ath:AT1G01050?,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Empty Match,0 / 0,-,-,Tell me the enzymes from gene ats:109733199,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Empty Match,0 / 0,-,-,Gene ats:109761713 produces what enzymes?,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Full Match,4 / 4,-,-,"Hey, what reactions use C00422 ?",MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]-(r:Reaction) RETURN r,MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r:Reaction) RETURN r
❌ Incorrect,Mismatch,1 / 62,"['R04970', '(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase', '(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase']","['Fatty acid biosynthesis', 'path:gmx00061']",Can you tell me about pathway path:gmx00061?,MATCH (n:Pathway {id: 'path:gmx00061'}) RETURN properties(n),MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]->(n) RETURN n
✅ Correct,Empty Match,0 / 0,-,-,I need to know which genes encode EC:4.2.1.59,MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'EC:4.2.1.59'}) RETURN g,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'}) RETURN g
✅ Correct,Subset Match,61 / 62,"['path:ath00061_331', 'ko:K13370']",-,Show me what's in the path:ath00061 pathway,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(n) RETURN n
✅ Correct,Empty Match,0 / 0,-,-,What does gene ath:AT2G06990 do?,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'AT2G06990'})-[*1..2]-(n) RETURN DISTINCT n
❌ Incorrect,Mismatch,1 / 1,"['(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming)', 'R01360']","['C00164', 'Acetoacetate']",Find stuff related to compound C00164,MATCH (n:Compound {id: 'C00164'}) RETURN n,MATCH (n {id: 'C00164'})-[r]-(m) RETURN m
✅ Correct,Empty Match,0 / 0,-,-,Tell me about enzyme EC:1.13.11.33,MATCH (n:EC {id: 'EC:1.13.11.33'}) RETURN properties(n),MATCH (e:EC {id: 'EC:1.13.11.33'})-[r]-(n) RETURN n
✅ Correct,Subset Match,2 / 7,"['C00189', 'phosphoethanolamine/phosphocholine phosphatase', 'K06124']",-,What's connected to reaction R06870?,MATCH (c:Compound)-[:SUBSTRATE_OF]-(r:Reaction {id: 'R06870'}) RETURN c,MATCH (n {id: 'R06870'})-[r]-(m) RETURN m
✅ Correct,Empty Match,0 / 0,-,-,What about ath:AT1G01210?,MATCH (n:Gene {id: 'ath:AT1G01210'}) RETURN properties(n),MATCH (g:Gene {id: 'ath:AT1G01210'}) RETURN g
✅ Correct,Subset Match,0 / 1,"['path:ats00603', 'Glycosphingolipid biosynthesis - globo and isoglobo series']",-,Show me path:ats00603,MATCH (n:Pathway {id: 'ats00603'}) RETURN n,MATCH (p:Pathway {id: 'path:ats00603'}) RETURN p
✅ Correct,Empty Match,0 / 0,-,-,Find reactions for EC:6.4.1.2,MATCH (e:EC {id: 'EC:6.4.1.2'})-[:CATALYZES]-(r:Reaction) RETURN r,MATCH (e:EC {id: 'EC:6.4.1.2'})-[:CATALYZES]->(r:Reaction) RETURN r
✅ Correct,Subset Match,1 / 100,"['path:csat00603', 'path:ats00603', 'Other glycan degradation']",-,Show me the pathway path:ats00280,MATCH (n:Pathway {id: 'path:ats00280'}) RETURN n,MATCH (p:Pathway) RETURN p 
✅ Correct,Subset Match,0 / 297,"['1.13.11.92', '1.14.14.154', '3.6.1.1']",-,Tell me about the enzyme EC:6.4.1.2,MATCH (n:EC {id: 'EC:6.4.1.2'}) RETURN properties(n),MATCH (e:EC) RETURN e 
✅ Correct,Subset Match,1 / 1910,"['(RefSeq) histone-lysine N-methyltransferase ATXR6 isoform X1', '(RefSeq) exosome complex component RRP41-like isoform X1', 'gmx:547694']",-,Get information about this gene ath:AT5G61540,MATCH (n:Gene {id: 'ath:AT5G61540'}) RETURN properties(n),MATCH (g:Gene) RETURN g 
✅ Correct,Full Match,1 / 1,-,-,What enzimes does gene gmx:100217331 encode?,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]-(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Full Match,11 / 11,-,-,Show reacctions in pathway path:gmx01040,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(r:Reaction) RETURN r
✅ Correct,Full Match,3 / 3,-,-,Find compunds produced by reaction R10826,MATCH (r:Reaction {id: 'R10826'})-[:PRODUCES]-(c:Compound) RETURN c,MATCH (r:Reaction {id: 'R10826'})-[:PRODUCES]->(c:Compound) RETURN c
✅ Correct,Empty Match,0 / 0,-,-,Get ortholg for gene ats:109745953,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]-(o:Ortholog) RETURN o,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog) RETURN o
✅ Correct,Empty Match,0 / 0,-,-,Show substrates of reation R00010,MATCH (c:Compound)-[:SUBSTRATE_OF]-(r:Reaction {id: 'R00010'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R00010'}) RETURN c
✅ Correct,Subset Match,0 / 12,"['path:csat00280', 'Valine, leucine and isoleucine degradation', 'path:ats00280']",-,Find pathwys for compound C03069,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'C03069'}) RETURN p,MATCH (c:Compound {id: 'C03069'})-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
✅ Correct,Empty Match,0 / 0,-,-,What does geen ath:AT3G01130 encode?,MATCH (g:Gene {id: 'ath:AT3G01130'})-[:MEMBER_OF]-(f:FunctionalUnit) RETURN f,MATCH (g:Gene {id: 'ath:AT3G01130'})-[:ENCODES]->(e:EC) RETURN e
✅ Correct,Full Match,1010 / 1010,-,-,Show genes that don't encode any enzymes,"MATCH (g:Gene)
WHERE NOT (g)-[:ENCODES]->(:EC)
RETURN g",MATCH (g:Gene) WHERE NOT EXISTS((g)-[:ENCODES]->()) RETURN g
✅ Correct,Empty Match,0 / 0,-,-,Find reactions without products,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,MATCH (r:Reaction) WHERE NOT EXISTS((r)-[:PRODUCES]->()) RETURN r
✅ Correct,Subset Match,0 / 12,"['Other glycan degradation', 'RNA degradation', 'aralip_18']",-,Which pathways have no reactions?,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)) RETURN p
✅ Correct,Subset Match,0 / 182,"['C05267', 'C03231', 'Ceramide phosphoethanolamine']",-,Get compounds not used as substrates,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,MATCH (c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c
✅ Correct,Empty Match,0 / 0,-,-,Find empty pathways,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]-() RETURN p,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->()) RETURN p
✅ Correct,Empty Match,0 / 0,-,-,Show orphan reactions,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,MATCH (r:Reaction) WHERE NOT EXISTS((:Pathway)-[:CONTAINS]->(r)) RETURN r
❌ Incorrect,Mismatch,100 / 26,"['1.14.19.4', '2.7.1.*', '1.1.1.*']","['L-pipecolate oxidase', '1.1.1.-', '1.14.14.154']",Which enzymes don't catalyze anything?,MATCH (n:EC) RETURN n LIMIT 100,MATCH (e:EC) WHERE NOT EXISTS((e)-[:CATALYZES]->()) RETURN e
❌ Incorrect,Mismatch,26 / 978,"['(RefSeq) polyadenylate-binding protein 8 isoform X1', '(RefSeq) exosome complex component RRP41-like isoform X1', '(RefSeq) exosome complex component RRP43 isoform X1']","['1.14.19.4', '2.7.1.*', '1.1.1.*']",List genes not in any ortholog group,MATCH (e:EC) WHERE NOT (e)-[:CATALYZES]-() RETURN e,MATCH (g:Gene) WHERE NOT EXISTS((g)-[:BELONGS_TO]->()) RETURN g
